gene_symbol,study
ZNF492 ,Stobdan.2017
ZNF99 ,Stobdan.2017
ZNF723P ,Stobdan.2017
OR8S1 ,Stobdan.2017
C12orf54 ,Stobdan.2017
ANP32D ,Stobdan.2017
ZNF641 ,Stobdan.2017
MIR6505 ,Stobdan.2017
ASB8 ,Stobdan.2017
SENP1 ,Stobdan.2017
PFKM ,Stobdan.2017
COL2A1 ,Stobdan.2017
CCDC184 ,Stobdan.2017
RPS24 ,Stobdan.2017
POLR3A ,Stobdan.2017
CNTLN ,Stobdan.2017
MC2R ,Stobdan.2017
ATP6V1E2,O.Brien2019
BHLHE41,O.Brien2019
BRINP3,O.Brien2019
EGLN1,O.Brien2019
EPAS1,O.Brien2019
GCH1,O.Brien2019
MTHFR,O.Brien2019
NOS2A,O.Brien2019
PPARA,O.Brien2019
PRKAA1,O.Brien2019
PTGIS,O.Brien2019
SLC52A3,O.Brien2019
VDR,O.Brien2019
SHARP ,O.Brien2019
FAM5C,O.Brien2019
ALDOAP2,Arciero2018
TEX36,Arciero2018
ATP6V1E2,Arciero2018
C074117.13,Arciero2018
IFT172,Arciero2018
CNTNAP2,Arciero2018
COL11A2P1,Arciero2018
HLA-DPB2,Arciero2018
CRIPT,Arciero2018
PIGF,Arciero2018
CYP3A,Arciero2018
DENND4C,Arciero2018
EMCN,Arciero2018
EPAS1,Arciero2018
FILIP1,Arciero2018
GMCL1P1,Arciero2018
GSTA4,Arciero2018
HLA-DPA2,Arciero2018
HLA-DPB1,Arciero2018
Intergenic,Arciero2018
MCMDC2,Arciero2018
MIR3681HG,Arciero2018
SNORD18,Arciero2018
MIR4519,Arciero2018
BCL7C,Arciero2018
MIR762HG,Arciero2018
AC106782.20,Arciero2018
NPSR1,Arciero2018
PPM1B,Arciero2018
PRR13P5,Arciero2018
RNA5SP485,Arciero2018
WFDC8,Arciero2018
RP11-624L4.1,Arciero2018
SEMA3A,Arciero2018
SGCZ,Arciero2018
TRIM67,Arciero2018
TSNAX-DISC1,Arciero2018
VWA8,Arciero2018
ASIC2,Arciero2018
BACH2,Arciero2018
BAZ2B,Arciero2018
BLOC1S5-TXNDC5,Arciero2018
CDH13,Arciero2018
CETP,Arciero2018
COL4A4,Arciero2018
CTD-2509G16.1,Arciero2018
CYFIP1,Arciero2018
DEF8,Arciero2018
DISC1,Arciero2018
DRD2,Arciero2018
EGLN1,Arciero2018
GNA12,Arciero2018
GPC5,Arciero2018
HGNC,Arciero2018
HMBS,Arciero2018
HOXA11,Arciero2018
IRAK4,Arciero2018
ITGA10,Arciero2018
KCNT2,Arciero2018
KIAA1841,Arciero2018
LGR4,Arciero2018
LINC00582,Arciero2018
LRRC3B,Arciero2018
MKL1,Arciero2018
NALCN,Arciero2018
NEK7,Arciero2018
OAS3,Arciero2018
PAQR8,Arciero2018
PKD2,Arciero2018
RAD51B,Arciero2018
RCAN1,Arciero2018
RP11-118B18.1,Arciero2018
RP11-6N13.1,Arciero2018
RP4-601P9.2,Arciero2018
SETX,Arciero2018
SLC52A3,Arciero2018
SLC8A1,Arciero2018
SMYD3,Arciero2018
SP110,Arciero2018
SPRTN,Arciero2018
SYNPO2L,Arciero2018
THRA,Arciero2018
TLL1,Arciero2018
TSC22D2,Arciero2018
VPS9D1,Arciero2018
WNT2,Arciero2018
XIRP2,Arciero2018
ZNF615,Arciero2018
ZNF783,Arciero2018
ZNF804B,Arciero2018
ABCC11,Arciero2018
ABHD2,Arciero2018
AC011933.2,Arciero2018
GRB2,Arciero2018
RP11-16C1.3,Arciero2018
AC132192.1,Arciero2018
CTD-2371O3.2,Arciero2018
IPO7,Arciero2018
SNORA23,Arciero2018
ADAMTS16,Arciero2018
AP001597.1,Arciero2018
CYYR1,Arciero2018
BAIAP2,Arciero2018
COL11A2,Arciero2018
RXRB,Arciero2018
CTD-2371O3.3.,Arciero2018
CTD-2600H12.2,Arciero2018
LONP2,Arciero2018
DHRS3,Arciero2018
DNAJC28,Arciero2018
GALNT14,Arciero2018
GCOM1,Arciero2018
MYZAP,Arciero2018
COL11A2P,Arciero2018
HOXA9,Arciero2018
HOXA7,Arciero2018
RP1-170O19.24,Arciero2018
HOXA10-HOXA9,Arciero2018
KAT6B,Arciero2018
RP11-77G23.2,Arciero2018
MYST4,Arciero2018
RP11-77G23.5,Arciero2018
LINC01104,Arciero2018
MECOM,Arciero2018
METTL16,Arciero2018
MYO1D,Arciero2018
NAV3,Arciero2018
OR2L13,Arciero2018
OR8S1,Arciero2018
PDE3B,Arciero2018
PRKCE,Arciero2018
PSMA1,Arciero2018
RING1,Arciero2018
HSD17B8,Arciero2018
MIR219A1,Arciero2018
SLC39A7,Arciero2018
RP11-398E10.1,Arciero2018
RP11-442N1.1,Arciero2018
RP11-667K14.13,Arciero2018
RP11-667K14.5,Arciero2018
SMG6,Arciero2018
SGK1,Arciero2018
SLIT2,Arciero2018
ST5,Arciero2018
RP11-318C2.1,Arciero2018
ZNF512B,Arciero2018
ZNF532,Arciero2018
ABCA1,Arciero2018
AC002454.1,Arciero2018
AC016575.1,Arciero2018
AC016768.1,Arciero2018
AC074391.1,Arciero2018
AC092155.4,Arciero2018
ACTR2,Arciero2018
ADAMTS13,Arciero2018
ADK,Arciero2018
AGAP3,Arciero2018
AL050335.1,Arciero2018
AMZ1,Arciero2018
ARGFX,Arciero2018
ARHGEF3,Arciero2018
ASTN2,Arciero2018
BCL7A,Arciero2018
BHLHE40-AS1,Arciero2018
C1orf61,Arciero2018
C1QTNF7,Arciero2018
CABP7,Arciero2018
CABYR,Arciero2018
CACNA2D3,Arciero2018
CASC16,Arciero2018
CDK6,Arciero2018
CLCN3,Arciero2018
COL12A1,Arciero2018
COL27A1,Arciero2018
CR1,Arciero2018
CRYZL1,Arciero2018
CTC-471F3.4,Arciero2018
DCDC2C,Arciero2018
DCHS2,Arciero2018
DCST2,Arciero2018
DPYD,Arciero2018
DUSP5P1,Arciero2018
EBAG9,Arciero2018
EPS15L1,Arciero2018
FAM214B,Arciero2018
FUT6,Arciero2018
GRIK3,Arciero2018
GS1-57L11.1,Arciero2018
GSAP,Arciero2018
HCG4,Arciero2018
HLA-DQB1,Arciero2018
HOXA5,Arciero2018
HS3ST5,Arciero2018
IFNGR2,Arciero2018
ITGA1,Arciero2018
ITSN1,Arciero2018
JADE2,Arciero2018
KIAA0825,Arciero2018
KLHL29,Arciero2018
LILRA3,Arciero2018
LINC00390,Arciero2018
LINC00840,Arciero2018
LINC01060,Arciero2018
LINC01115,Arciero2018
LINC01118,Arciero2018
LPGAT1,Arciero2018
LPPR4,Arciero2018
LSAMP,Arciero2018
MIR219-1,Arciero2018
MLLT3,Arciero2018
MSI2,Arciero2018
MTUS2,Arciero2018
MXRA7,Arciero2018
NPSR1-AS1,Arciero2018
OBSCN,Arciero2018
PCDH15,Arciero2018
PDE6A,Arciero2018
PDE7B,Arciero2018
PES1,Arciero2018
PRKAR1A,Arciero2018
PRKAR1B,Arciero2018
PRKG1,Arciero2018
PRRX2,Arciero2018
PYGL,Arciero2018
RB1,Arciero2018
RBFOX3,Arciero2018
RCBTB2,Arciero2018
RHBDD1,Arciero2018
RHOQ,Arciero2018
RIT2,Arciero2018
RLBP1,Arciero2018
RP11-111J6.2,Arciero2018
RP11-120M18.2,Arciero2018
RP11-146N18.1,Arciero2018
RP11-28O3.2,Arciero2018
RP11-314P15.2,Arciero2018
RP11-358H9.1,Arciero2018
RP11-384F7.2,Arciero2018
AC068633.1,Arciero2018
RP11-421P23.2,Arciero2018
RP11-463O9.6,Arciero2018
RP11-511B23.2,Arciero2018
RP11-58A18.1,Arciero2018
RP11-69C13.1,Arciero2018
RP11-813I20.2,Arciero2018
SERBP1P3,Arciero2018
SFMBT1,Arciero2018
SGMS1,Arciero2018
SLC25A24,Arciero2018
SLC7A14,Arciero2018
SNORA40,Arciero2018
SOX18,Arciero2018
SPRED2,Arciero2018
SREBF2,Arciero2018
SSBP3,Arciero2018
SSH3,Arciero2018
STMN2,Arciero2018
STON1-GTF2A1L,Arciero2018
STXBP5L,Arciero2018
TCF7L2,Arciero2018
TMC6,Arciero2018
TMEM176B,Arciero2018
TMEM247,Arciero2018
TMTC1,Arciero2018
TNFRSF13C,Arciero2018
TTC39C,Arciero2018
TTC7A,Arciero2018
U3,Arciero2018
U91319.1,Arciero2018
WDR46,Arciero2018
WWTR1,Arciero2018
Y_RNA,Arciero2018
ZBTB16,Arciero2018
ZNF320,Arciero2018
ZNF652,Arciero2018
AC007319.1,Arciero2018
AC007423.1,Arciero2018
AC007780.1,Arciero2018
AC009108.2,Arciero2018
AC009154.1,Arciero2018
AC010745.2,Arciero2018
AC013652.1,Arciero2018
AC015908.2,Arciero2018
AC016722.3,Arciero2018
AC018682.2,Arciero2018
AC020604.1,Arciero2018
AC022182.1,Arciero2018
AC022706.1,Arciero2018
AC060809.1,Arciero2018
AC079296.1,Arciero2018
AC099489.1,Arciero2018
AC106798.1,Arciero2018
AC108142.1,Arciero2018
AC246817.2,Arciero2018
ACP4,Arciero2018
ADAMTS18,Arciero2018
ADGRL2,Arciero2018
ADGRV1,Arciero2018
AJ009632.2,Arciero2018
AKAP1,Arciero2018
AL109838.1,Arciero2018
AL118523.1,Arciero2018
AL121761.1,Arciero2018
AL135938.1,Arciero2018
AL158212.3,Arciero2018
AL163952.1,Arciero2018
AL355773.1,Arciero2018
AL671883.1,Arciero2018
ALPK1,Arciero2018
ANKRD6,Arciero2018
AP001995.1,Arciero2018
AP003390.1,Arciero2018
AP006219.1,Arciero2018
ARHGAP22,Arciero2018
ARHGAP24,Arciero2018
ARPC1A,Arciero2018
ATP8A1,Arciero2018
B4GALT1,Arciero2018
BANK1,Arciero2018
BCL2,Arciero2018
BDNF-AS,Arciero2018
BFAR,Arciero2018
BTBD9,Arciero2018
C12orf54,Arciero2018
C2orf83,Arciero2018
C6orf89,Arciero2018
C7orf50,Arciero2018
C8orf46,Arciero2018
CACNA1D,Arciero2018
CADPS,Arciero2018
CALN1,Arciero2018
CAMKMT,Arciero2018
CARD14,Arciero2018
CARMIL3,Arciero2018
CCDC146,Arciero2018
CD68,Arciero2018
CDK20,Arciero2018
CELSR1,Arciero2018
CFAP58,Arciero2018
CHRNE,Arciero2018
CNTN4,Arciero2018
COL23A1,Arciero2018
COL2A1,Arciero2018
COLEC12,Arciero2018
COX7B2,Arciero2018
CSMD1,Arciero2018
CSRP1,Arciero2018
CYB561D1,Arciero2018
CYP3A5,Arciero2018
DAND5,Arciero2018
DCC,Arciero2018
DGKB,Arciero2018
DISP1,Arciero2018
DLGAP1,Arciero2018
DLGAP2,Arciero2018
DPYSL3,Arciero2018
DSCAML1,Arciero2018
DSG3,Arciero2018
ELF1,Arciero2018
EPHA4,Arciero2018
EXD2,Arciero2018
FAM161B,Arciero2018
FAM184B,Arciero2018
FAM69C,Arciero2018
FIBIN,Arciero2018
FOLH1B,Arciero2018
FOXJ2,Arciero2018
FRMD4B,Arciero2018
FSTL5,Arciero2018
FXYD2,Arciero2018
GABRB3,Arciero2018
GALNT2,Arciero2018
GOT2,Arciero2018
GRID1,Arciero2018
GRM3,Arciero2018
HLA-C,Arciero2018
HLA-F-AS1,Arciero2018
HMGA1P7,Arciero2018
IRF2,Arciero2018
ITGAX,Arciero2018
ITK,Arciero2018
KCNIP4,Arciero2018
KCNK15-AS1,Arciero2018
KCNK2,Arciero2018
KCNS3,Arciero2018
KHDC1L,Arciero2018
KIAA1671,Arciero2018
KIR3DL2,Arciero2018
KREMEN1,Arciero2018
LHPP,Arciero2018
LILRB5,Arciero2018
LINC00114,Arciero2018
LINC00368,Arciero2018
LINC00499,Arciero2018
LINC01006,Arciero2018
LINC01119,Arciero2018
LINC01508,Arciero2018
LINC01588,Arciero2018
LINC01591,Arciero2018
LINC01701,Arciero2018
LINC01924,Arciero2018
LINC01989,Arciero2018
LINC02129,Arciero2018
LINC02226,Arciero2018
LINC02248,Arciero2018
LINC02389,Arciero2018
LINC02511,Arciero2018
LOXL4,Arciero2018
LPIN1,Arciero2018
LRP2,Arciero2018
MAGI2,Arciero2018
MALRD1,Arciero2018
MAST4,Arciero2018
MCM10,Arciero2018
MEIS2,Arciero2018
MMP26,Arciero2018
MYH15,Arciero2018
MYO10,Arciero2018
MYO18B,Arciero2018
MYRIP,Arciero2018
NEB,Arciero2018
NELL1,Arciero2018
NOTCH1,Arciero2018
NSUN3,Arciero2018
NUMB,Arciero2018
OACYLP,Arciero2018
OGDHL,Arciero2018
OR2L8,Arciero2018
PAK4,Arciero2018
PAPLN,Arciero2018
PARD3B,Arciero2018
PARVG,Arciero2018
PBX1,Arciero2018
PCDH9,Arciero2018
PCOLCE2,Arciero2018
PDE4D,Arciero2018
PIEZO2,Arciero2018
PIP5K1B,Arciero2018
POC1B,Arciero2018
PPARGC1A,Arciero2018
PPFIBP1,Arciero2018
PRDM16,Arciero2018
PREX1,Arciero2018
PRICKLE1,Arciero2018
PRKCQ-AS1,Arciero2018
PRKN,Arciero2018
PTPRB,Arciero2018
PTPRM,Arciero2018
PTPRN2,Arciero2018
PTPRR,Arciero2018
RAB8A,Arciero2018
RAI1,Arciero2018
RALYL,Arciero2018
RAP1GAP2,Arciero2018
RASA2,Arciero2018
RBM47,Arciero2018
RFLNA,Arciero2018
RGS19,Arciero2018
RGS9,Arciero2018
RHCE,Arciero2018
RIMS2,Arciero2018
RIPK4,Arciero2018
RN7SKP216,Arciero2018
RN7SL223P,Arciero2018
RNA5-8SP7,Arciero2018
RPH3AL,Arciero2018
RPS4XP19,Arciero2018
RSU1,Arciero2018
RYR3,Arciero2018
S1PR1,Arciero2018
SARDH,Arciero2018
SCN5A,Arciero2018
SDK1,Arciero2018
SEMA5A,Arciero2018
SETBP1,Arciero2018
SGCD,Arciero2018
SH3GLB2,Arciero2018
SIGLEC12,Arciero2018
SIRPB3P,Arciero2018
SLC14A2,Arciero2018
SLC24A4,Arciero2018
SLC26A11,Arciero2018
SLC29A4,Arciero2018
SLC9A2,Arciero2018
SLC9A3,Arciero2018
SNAP91,Arciero2018
SORCS2,Arciero2018
SORD,Arciero2018
SOX4,Arciero2018
SOX5,Arciero2018
SPAG7,Arciero2018
SPATA31D1,Arciero2018
SPSB4,Arciero2018
STEAP1B,Arciero2018
SVEP1,Arciero2018
TAOK3,Arciero2018
TBC1D5,Arciero2018
TFEC,Arciero2018
TGFA,Arciero2018
TGOLN2,Arciero2018
TIAM1,Arciero2018
TLE1,Arciero2018
TM4SF5,Arciero2018
TNS1,Arciero2018
TRDMT1,Arciero2018
TRIM9,Arciero2018
TRPM6,Arciero2018
TSPAN16,Arciero2018
TTC23L,Arciero2018
UBE4B,Arciero2018
USP10,Arciero2018
WDR60,Arciero2018
WSCD1,Arciero2018
WWOX,Arciero2018
XXYLT1,Arciero2018
ZHX2,Arciero2018
ZNF526,Arciero2018
ZNF555,Arciero2018
ZNF845,Arciero2018
ZNF883,Arciero2018
PDE4DIP,Hu2017
NBPF11,Hu2017
ASPM,Hu2017
ATP2B4,Hu2017
OBSCN,Hu2017
EGLN1,Hu2017
SLC5A9,Hu2017
PKN2,Hu2017
GDF2,Hu2017
TAF3,Hu2017
NUTM2B,Hu2017
C10orf99,Hu2017
HOGA1,Hu2017
OR4C3,Hu2017
TRIM48,Hu2017
SCGB1D2,Hu2017
SCGB2A2,Hu2017
RAD9A,Hu2017
TAS2R43,Hu2017
KNTC1,Hu2017
IL26,Hu2017
CENPJ,Hu2017
ACOT2,Hu2017
ZC3H18,Hu2017
PYCR1,Hu2017
MYO5B,Hu2017
SERPINB7,Hu2017
RTTN,Hu2017
ZNF236,Hu2017
PPAN,Hu2017
PSG4,Hu2017
C19orf84,Hu2017
LPPR3,Hu2017
FOXD4L1,Hu2017
ALPP,Hu2017
ALPI,Hu2017
TMEM247,Hu2017
MPHOSPH10,Hu2017
DOK1,Hu2017
RETSAT,Hu2017
PIGT,Hu2017
RIMBP3,Hu2017
HRG,Hu2017
RNF168,Hu2017
C3orf43,Hu2017
PTPN23,Hu2017
ZFP2,Hu2017
ROS1,Hu2017
NKAPL,Hu2017
COL11A2,Hu2017
SAP25,Hu2017
MUC3A,Hu2017
SCIN,Hu2017
IRF5,Hu2017
KMT2C,Hu2017
ABCA13,Hu2017
WBSCR27,Hu2017
GNG10,Hu2017
CASP12,Hu2017
PRB4,Hu2017
SULT1A2,Hu2017
EEA1,Hu2017
RFX7,Hu2017
ZFR2,Hu2017
IL23R,Hu2017
SEZ6L,Hu2017
DRC1,Hu2017
ALCAM,Hu2017
TTC14,Hu2017
CNTNAP3,Hu2017
SLC8A3,yulist1
ATP1B1,yulist1
CASR,yulist1
EDN1,yulist1
TLR2,yulist1
RORC,yulist1
RORA,yulist1
AQP1,yulist1
CXCL12,yulist1
AQP3,yulist1
SLC2A8,yulist1
MYOCD,yulist1
CHRNA4,yulist1
ADAM8,yulist1
DDAH1,yulist1
STC2,yulist1
APOLD1,yulist1
PPARGC1A,yulist1
VEGFB,yulist1
ASCL2,yulist1
VEGFC,yulist1
UCN3,yulist1
PSMA6,yulist1
CD34,yulist1
ABAT,yulist1
ADSL,yulist1
RYR2,yulist1
STC1,yulist1
TXN2,yulist1
DRD2,yulist1
CHCHD2,yulist1
KCNA5,yulist1
SRF,yulist1
RBX1,yulist1
PIN1,yulist1
PSMB5,yulist1
FIS1,yulist1
PSMB6,yulist1
PSMB1,yulist1
PSMB3,yulist1
TEK,yulist1
NKX3-1,yulist1
FAM162A,yulist1
NDRG1,yulist1
TIGAR,yulist1
BMP2,yulist1
EPAS1,yulist1
TRPC6,yulist1
CREBBP,yulist1
TGFBR2,yulist1
AK4,yulist1
SUV39H2,yulist1
HYOU1,yulist1
NOTCH1,yulist1
CDKN1B,yulist1
PENK,yulist1
PSMC4,yulist1
ETS1,yulist1
PSMC1,yulist1
P2RX2,yulist1
FABP1,yulist1
E2F1,yulist1
PPARD,yulist1
ACVRL1,yulist1
AKT1,yulist1
PSMD3,yulist1
NOS2,yulist1
PAK1,yulist1
ANGPT2,yulist1
PSMD7,yulist1
TERT,yulist1
DPP4,yulist1
MT3,yulist1
EGR1,yulist1
KCNMA1,yulist1
VASN,yulist1
ICAM1,yulist1
PRKCE,yulist1
PSME1,yulist1
CA9,yulist1
CARD16,yulist1
TXN,yulist1
HIPK2,yulist1
UBC,yulist1
UBB,yulist1
PSME4,yulist1
TH,yulist1
EGLN3,yulist1
HK2,yulist1
EGLN2,yulist1
EGLN1,yulist1
STUB1,yulist1
PSMB11,yulist1
VCAM1,yulist1
ZFP36L1,yulist1
PTN,yulist1
PRKAA1,yulist1
PIK3R3,yulist1
ERCC3,yulist1
ENO1,yulist1
PDK1,yulist1
SLC8A1,yulist1
VHL,yulist1
LMNA,yulist1
BAD,yulist1
BIRC2,yulist1
SIRT1,yulist1
ITPR2,yulist1
AJUBA,yulist1
CYBA,yulist1
PSMD14,yulist1
PSMD12,yulist1
PSMD11,yulist1
PHB2,yulist1
ENDOG,yulist1
BNIP3L,yulist1
HSP90B1,yulist1
PSME2,yulist1
EP300,yulist1
ARNT2,yulist1
CIAO3,yulist1
ELOB,yulist1
ELOC,yulist1
TBX5,yulist1
PYGM,yulist1
ULBP1,yulist1
MACROD2,yulist1
PPARG,yulist1
CLC,yulist1
DUOX2,yulist1
ADRA1B,yulist1
NRP1,yulist1
NRP2,yulist1
PRKAA2,yulist1
SNAI3,yulist1
COX4i1,yulist1
BDNF,yulist1
MTHFR,Yang2017
RAP1A,Yang2017
NEK7,Yang2017
EGLN1,Yang2017
EPAS1,Yang2017
ADH7,Yang2017
FGF10,Yang2017
HLA-DQB1,Yang2017
HCAR2,Yang2017
ADRA1B,Yang2017
ARNT,Yang2017
CASR,Yang2017
COPS5,Yang2017
EDN1,Yang2017
EGLN3,Yang2017
ADRA1B,Bigham2014canidatelist
ARNT2,Bigham2014canidatelist
ATP1A1,Bigham2014canidatelist
ATP1A2,Bigham2014canidatelist
CDH1,Bigham2014canidatelist
COPS5,Bigham2014canidatelist
CXCR4,Bigham2014canidatelist
EDN1,Bigham2014canidatelist
EPO,Bigham2014canidatelist
FLT1,Bigham2014canidatelist
HIF1A,Bigham2014canidatelist
IGFBP1,Bigham2014canidatelist
IGFBP2,Bigham2014canidatelist
IL1A,Bigham2014canidatelist
IL1B,Bigham2014canidatelist
IL6,Bigham2014canidatelist
EDNRA,Bigham2014canidatelist
EDNRB,Bigham2014canidatelist
EGLN1,Bigham2014canidatelist
EGLN2,Bigham2014canidatelist
ELF2,Bigham2014canidatelist
MDM2,Bigham2014canidatelist
NOS1,Bigham2014canidatelist
NOS2,Bigham2014canidatelist
NRP1,Bigham2014canidatelist
NRP2,Bigham2014canidatelist
PDGF2,Bigham2014canidatelist
PGF,Bigham2014canidatelist
PIK3CB,Bigham2014canidatelist
KCNMA1,Bigham2014canidatelist
MMP2,Bigham2014canidatelist
MTOR,Bigham2014canidatelist
PIK3CG,Bigham2014canidatelist
POLR2A,Bigham2014canidatelist
RBX1,Bigham2014canidatelist
TNC,Bigham2014canidatelist
TNF,Bigham2014canidatelist
VEGFA,Bigham2014canidatelist
VEGFC,Bigham2014canidatelist
SATB1,Bigham2014canidatelist
SNAI3,Bigham2014canidatelist
SPRY2,Bigham2014canidatelist
TF,Bigham2014canidatelist
TGFA,Bigham2014canidatelist
NOTCH1,Bigham2014canidatelist
PIK3CA,Bigham2014canidatelist
PRKAA1,Bigham2014canidatelist
PRKAA2,Bigham2014canidatelist
PSMC3,Bigham2014canidatelist
PRKAA1,Bigham2014
EDNRA,Bigham2014
Akt,Bigham2014diffexprgenes
ASAH2,Bigham2014diffexprgenes
ATP1B2,Bigham2014diffexprgenes
C1GALT1C1,Bigham2014diffexprgenes
CAMLG,Bigham2014diffexprgenes
CCDC85A,Bigham2014diffexprgenes
CEP70,Bigham2014diffexprgenes
CPA1,Bigham2014diffexprgenes
Cyclin,Bigham2014diffexprgenes
D,Bigham2014diffexprgenes
DGKD,Bigham2014diffexprgenes
GAD,Bigham2014diffexprgenes
GAD2,Bigham2014diffexprgenes
GDNF,Bigham2014diffexprgenes
GRB14,Bigham2014diffexprgenes
HLA-DQ,Bigham2014diffexprgenes
INSIG2,Bigham2014diffexprgenes
ITGB8,Bigham2014diffexprgenes
KLF15,Bigham2014diffexprgenes
MEF2,Bigham2014diffexprgenes
mir-133,Bigham2014diffexprgenes
N-cor,Bigham2014diffexprgenes
Nfat,Bigham2014diffexprgenes
Nr1,Bigham2014diffexprgenes
h,Bigham2014diffexprgenes
PSMB1,Bigham2014diffexprgenes
PTF1A,Bigham2014diffexprgenes
RNF139,Bigham2014diffexprgenes
Rxr,Bigham2014diffexprgenes
SIM1,Bigham2014diffexprgenes
SLC32A1,Bigham2014diffexprgenes
SPOCD1,Bigham2014diffexprgenes
STMN2,Bigham2014diffexprgenes
TCL1A,Bigham2014diffexprgenes
ULBP1,Bigham2014diffexprgenes
WRB,Bigham2014diffexprgenes
ACSL1,Bigham2014diffexprgenes
BMPR1A,Bigham2014diffexprgenes
Caspase,Bigham2014diffexprgenes
3,Bigham2014diffexprgenes
7,Bigham2014diffexprgenes
Cbp,Bigham2014diffexprgenes
p300,Bigham2014diffexprgenes
CD226,Bigham2014diffexprgenes
CDC42EP5,Bigham2014diffexprgenes
CYBA,Bigham2014diffexprgenes
DEFB114,Bigham2014diffexprgenes
EEA1,Bigham2014diffexprgenes
ERK1,Bigham2014diffexprgenes
2,Bigham2014diffexprgenes
HOOK2,Bigham2014diffexprgenes
HOOK3,Bigham2014diffexprgenes
Igf,Bigham2014diffexprgenes
JAM2,Bigham2014diffexprgenes
KIAA1279,Bigham2014diffexprgenes
MAPKAPK5,Bigham2014diffexprgenes
mir-181,Bigham2014diffexprgenes
MYOG,Bigham2014diffexprgenes
Nectin,Bigham2014diffexprgenes
PARD3,Bigham2014diffexprgenes
PIGF,Bigham2014diffexprgenes
PNMA1,Bigham2014diffexprgenes
PVRL2,Bigham2014diffexprgenes
RGS5,Bigham2014diffexprgenes
RHEB,Bigham2014diffexprgenes
Smad1,Bigham2014diffexprgenes
5,Bigham2014diffexprgenes
8,Bigham2014diffexprgenes
Smad2,Bigham2014diffexprgenes
SPTLC1,Bigham2014diffexprgenes
TIGIT,Bigham2014diffexprgenes
TOM1L1,Bigham2014diffexprgenes
TP53RK,Bigham2014diffexprgenes
TSHZ3,Bigham2014diffexprgenes
ZFYVE16,Bigham2014diffexprgenes
ZMYND11,Bigham2014diffexprgenes
ZNF638,Bigham2014diffexprgenes
ATG4C,Bigham2014diffexprgenes
ADAMTS4,Bigham2014diffexprgenes
ALOX15,Bigham2014diffexprgenes
Alpha,Bigham2014diffexprgenes
actinin,Bigham2014diffexprgenes
catenin,Bigham2014diffexprgenes
BCAN,Bigham2014diffexprgenes
BRK1,Bigham2014diffexprgenes
CHRNA2,Bigham2014diffexprgenes
COL1A2,Bigham2014diffexprgenes
Collagen,Bigham2014diffexprgenes
type,Bigham2014diffexprgenes
I,Bigham2014diffexprgenes
III,Bigham2014diffexprgenes
CTNNA1,Bigham2014diffexprgenes
CTTNBP2,Bigham2014diffexprgenes
EPHA7,Bigham2014diffexprgenes
ERK,Bigham2014diffexprgenes
IL3RA,Bigham2014diffexprgenes
ITGA11,Bigham2014diffexprgenes
KIF9,Bigham2014diffexprgenes
LAMTOR3,Bigham2014diffexprgenes
MAFF,Bigham2014diffexprgenes
MEP1B,Bigham2014diffexprgenes
NCKAP1,Bigham2014diffexprgenes
NRG,Bigham2014diffexprgenes
P4HA1,Bigham2014diffexprgenes
Ppp2c,Bigham2014diffexprgenes
PRMT3,Bigham2014diffexprgenes
Rock,Bigham2014diffexprgenes
RYK,Bigham2014diffexprgenes
SELP,Bigham2014diffexprgenes
STEAP4,Bigham2014diffexprgenes
TLL1,Bigham2014diffexprgenes
TMEM59,Bigham2014diffexprgenes
TNC,Bigham2014diffexprgenes
VCAN,Bigham2014diffexprgenes
YTHDC1,Bigham2014diffexprgenes
ACAN,Bigham2014diffexprgenes
VAV3,Witt2019
RORA,Witt2019
SLC30A9,Witt2019
 COL6A1,Witt2019
HGF,Witt2019
BHLHE41,Witt2019
SMURF2,Witt2019
CASP1,Witt2019
CIC,Witt2019
 LIPE,Witt2019
 PAFAH1B3,Witt2019
CBARA1,Witt2019
 ARNT2,Witt2019
THRB,Witt2019
 EDNRB,Witt2019
EPAS1,Witt2019
 EGLN1,Witt2019
 PPARA,Witt2019
 SLC52A3,Witt2019
 EDNRA,Witt2019
 PTEN,Witt2019
 ANGPTL4,Witt2019
Cyp17A1,Witt2019
CYP2E1,Witt2019
HMOX2,Witt2019
CAMK2D,Witt2019
GRB2,Witt2019
ANKH,Witt2019
 RP11-384F7.2,Witt2019
HLA-DQB1,Witt2019
HLA-DPB1,Witt2019
 ZNF532,Witt2019
KCTD12,Witt2019
 VDR,Witt2019
PTGIS,Witt2019
COL4A4,Witt2019
MKL1,Witt2019
 HBB,Witt2019
MTHFR,Witt2019
EDNRA,Witt2019
 VEGF,Witt2019
TNC,Witt2019
CDH1,Witt2019
 PRKAA1,Witt2019
 NOS2A,Witt2019
BRINP3,Witt2019
SH2B1,Witt2019
PYGM,Witt2019
 TBX5,Witt2019
DST,Witt2019
SGK3,Witt2019
 COPS5,Witt2019
ANP32D,Witt2019
 SENP1,Witt2019
PRDM1,Witt2019
PFKM,Witt2019
BDNF,Witt2019
TFRC,Witt2019
 PML,Witt2019
ADAM17,Witt2019
ARG2,Witt2019
MMP3,Witt2019
CAMK2B,Witt2019
GCNT3,Witt2019
HSD17B12,Witt2019
WHSC1,Witt2019
Glul,Witt2019
Cattle,Witt2019
 EGLN1,Witt2019
 HIF3A,Witt2019
NADH6,Witt2019
 TENM2,Witt2019
CYP3A,Witt2019
cluster,Witt2019
